,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine
1207,KRAKÓW-OBSERWATORIUM,2017,4,22,8.5,0.5,66.8,3.0,6.3
1208,KRAKÓW-OBSERWATORIUM,2017,4,23,5.6,0.6,68.3,3.0,4.0
1209,KRAKÓW-OBSERWATORIUM,2017,4,24,7.0,0.0,61.5,1.7,5.3
1210,KRAKÓW-OBSERWATORIUM,2017,4,25,10.9,3.9,67.0,1.7,7.0
1211,KRAKÓW-OBSERWATORIUM,2017,4,26,7.6,7.7,91.0,2.7,8.0
1212,KRAKÓW-OBSERWATORIUM,2017,4,27,5.2,20.6,93.8,1.7,8.0
1213,KRAKÓW-OBSERWATORIUM,2017,4,28,6.0,18.4,96.3,2.0,8.0
1214,KRAKÓW-OBSERWATORIUM,2017,4,29,7.2,0.0,73.3,1.3,6.7
1215,KRAKÓW-OBSERWATORIUM,2017,4,30,7.8,1.2,76.3,1.7,5.0
1216,KRAKÓW-OBSERWATORIUM,2017,5,1,8.2,0.0,73.8,4.3,1.7
1217,KRAKÓW-OBSERWATORIUM,2017,5,2,10.6,0.2,79.0,3.0,6.7
1218,KRAKÓW-OBSERWATORIUM,2017,5,3,11.2,10.1,83.5,2.3,8.0
1219,KRAKÓW-OBSERWATORIUM,2017,5,4,12.3,7.8,95.3,1.0,6.7
1220,KRAKÓW-OBSERWATORIUM,2017,5,5,13.2,4.0,87.5,2.0,7.0
1221,KRAKÓW-OBSERWATORIUM,2017,5,6,14.9,3.8,89.3,1.7,7.0
1222,KRAKÓW-OBSERWATORIUM,2017,5,7,14.4,1.7,81.0,2.0,7.3
1223,KRAKÓW-OBSERWATORIUM,2017,5,8,10.4,0.2,76.8,2.7,7.7
1224,KRAKÓW-OBSERWATORIUM,2017,5,9,6.1,0.0,56.8,2.0,5.3
1225,KRAKÓW-OBSERWATORIUM,2017,5,10,6.3,0.0,63.0,1.7,5.0
1226,KRAKÓW-OBSERWATORIUM,2017,5,11,12.8,1.5,49.3,1.7,2.0
1227,KRAKÓW-OBSERWATORIUM,2017,5,12,13.5,2.2,87.3,2.7,7.0
1228,KRAKÓW-OBSERWATORIUM,2017,5,13,13.6,0.8,94.0,1.3,8.0
1229,KRAKÓW-OBSERWATORIUM,2017,5,14,15.2,0.0,69.5,1.3,1.7
1230,KRAKÓW-OBSERWATORIUM,2017,5,15,15.7,0.0,65.0,1.3,6.0
1231,KRAKÓW-OBSERWATORIUM,2017,5,16,14.4,4.1,87.3,1.3,5.7
1232,KRAKÓW-OBSERWATORIUM,2017,5,17,15.7,0.0,63.8,1.7,1.7
1233,KRAKÓW-OBSERWATORIUM,2017,5,18,17.3,0.0,59.5,2.0,3.0
1234,KRAKÓW-OBSERWATORIUM,2017,5,19,19.3,0.0,56.8,2.7,1.7
1235,KRAKÓW-OBSERWATORIUM,2017,5,20,17.7,0.2,70.8,2.7,6.3
1236,KRAKÓW-OBSERWATORIUM,2017,5,21,16.0,0.0,72.0,3.0,7.7
1237,KRAKÓW-OBSERWATORIUM,2017,5,22,17.6,0.0,62.5,1.3,4.0
1238,KRAKÓW-OBSERWATORIUM,2017,5,23,17.6,7.2,68.8,1.0,5.0
1239,KRAKÓW-OBSERWATORIUM,2017,5,24,14.1,6.2,82.3,2.3,8.0
1240,KRAKÓW-OBSERWATORIUM,2017,5,25,13.9,1.8,83.8,1.3,6.3
1241,KRAKÓW-OBSERWATORIUM,2017,5,26,15.8,2.2,68.0,1.7,5.7
1242,KRAKÓW-OBSERWATORIUM,2017,5,27,16.1,0.0,71.5,1.7,3.7
1243,KRAKÓW-OBSERWATORIUM,2017,5,28,17.6,0.0,56.8,1.0,0.3
1244,KRAKÓW-OBSERWATORIUM,2017,5,29,20.9,0.0,48.3,2.0,3.3
1245,KRAKÓW-OBSERWATORIUM,2017,5,30,21.4,10.5,63.0,1.7,4.7
1246,KRAKÓW-OBSERWATORIUM,2017,5,31,21.0,0.0,68.3,2.3,4.7
1247,KRAKÓW-OBSERWATORIUM,2017,6,1,18.6,0.0,43.3,3.0,1.0
1248,KRAKÓW-OBSERWATORIUM,2017,6,2,17.9,0.0,43.8,2.0,1.7
1249,KRAKÓW-OBSERWATORIUM,2017,6,3,18.2,0.0,49.3,1.7,0.7
1250,KRAKÓW-OBSERWATORIUM,2017,6,4,19.1,11.2,65.8,2.0,5.3
1251,KRAKÓW-OBSERWATORIUM,2017,6,5,18.8,0.0,65.5,1.3,4.3
1252,KRAKÓW-OBSERWATORIUM,2017,6,6,22.0,4.6,59.8,2.3,5.7
1253,KRAKÓW-OBSERWATORIUM,2017,6,7,18.9,0.0,53.0,3.0,5.7
1254,KRAKÓW-OBSERWATORIUM,2017,6,8,17.2,0.0,49.3,1.3,2.0
1255,KRAKÓW-OBSERWATORIUM,2017,6,9,18.3,0.0,50.0,1.7,2.0
1256,KRAKÓW-OBSERWATORIUM,2017,6,10,18.2,0.9,64.0,2.0,7.0
1257,KRAKÓW-OBSERWATORIUM,2017,6,11,18.6,0.0,62.5,1.0,3.7
1258,KRAKÓW-OBSERWATORIUM,2017,6,12,19.1,1.8,71.5,1.3,6.3
1259,KRAKÓW-OBSERWATORIUM,2017,6,13,18.5,0.0,49.5,2.0,4.7
1260,KRAKÓW-OBSERWATORIUM,2017,6,14,17.5,0.0,59.0,2.0,5.7
1261,KRAKÓW-OBSERWATORIUM,2017,6,15,17.6,0.0,55.5,1.3,3.0
1262,KRAKÓW-OBSERWATORIUM,2017,6,16,17.2,6.4,68.3,2.3,7.3
1263,KRAKÓW-OBSERWATORIUM,2017,6,17,14.0,0.7,85.0,2.7,8.0
1264,KRAKÓW-OBSERWATORIUM,2017,6,18,18.3,0.0,68.5,1.7,5.7
1265,KRAKÓW-OBSERWATORIUM,2017,6,19,20.6,0.0,64.0,1.3,2.3
1266,KRAKÓW-OBSERWATORIUM,2017,6,20,23.5,0.0,52.8,2.0,1.3
1267,KRAKÓW-OBSERWATORIUM,2017,6,21,21.7,0.0,44.0,2.0,3.0
1268,KRAKÓW-OBSERWATORIUM,2017,6,22,21.1,1.5,50.0,1.7,4.3
1269,KRAKÓW-OBSERWATORIUM,2017,6,23,20.3,15.5,81.3,2.3,6.7
1270,KRAKÓW-OBSERWATORIUM,2017,6,24,22.5,0.0,59.5,2.3,2.3
1271,KRAKÓW-OBSERWATORIUM,2017,6,25,22.9,0.0,54.0,2.3,3.7
1272,KRAKÓW-OBSERWATORIUM,2017,6,26,22.7,0.0,60.3,2.0,4.7
1273,KRAKÓW-OBSERWATORIUM,2017,6,27,22.4,0.0,61.5,2.7,6.7
1274,KRAKÓW-OBSERWATORIUM,2017,6,28,25.5,3.9,59.8,2.0,6.3
1275,KRAKÓW-OBSERWATORIUM,2017,6,29,23.2,0.0,63.0,3.0,4.0
1276,KRAKÓW-OBSERWATORIUM,2017,6,30,21.6,0.4,48.5,3.0,3.0
1277,KRAKÓW-OBSERWATORIUM,2017,7,1,19.7,0.0,65.5,2.3,6.3
1278,KRAKÓW-OBSERWATORIUM,2017,7,2,19.0,1.3,66.0,2.3,7.0
1279,KRAKÓW-OBSERWATORIUM,2017,7,3,18.2,0.0,54.5,2.3,5.0
1280,KRAKÓW-OBSERWATORIUM,2017,7,4,17.5,0.0,54.5,2.0,5.3
1281,KRAKÓW-OBSERWATORIUM,2017,7,5,17.7,8.5,64.0,2.0,5.0
1282,KRAKÓW-OBSERWATORIUM,2017,7,6,18.1,0.0,67.8,1.3,3.7
1283,KRAKÓW-OBSERWATORIUM,2017,7,7,17.8,1.4,72.5,1.0,7.0
1284,KRAKÓW-OBSERWATORIUM,2017,7,8,20.1,6.7,77.0,2.0,4.3
1285,KRAKÓW-OBSERWATORIUM,2017,7,9,20.9,0.0,67.5,0.7,2.7
1286,KRAKÓW-OBSERWATORIUM,2017,7,10,23.0,3.8,67.3,1.7,5.7
1287,KRAKÓW-OBSERWATORIUM,2017,7,11,21.7,10.6,80.3,1.3,6.3
1288,KRAKÓW-OBSERWATORIUM,2017,7,12,22.1,4.6,58.8,1.3,3.3
1289,KRAKÓW-OBSERWATORIUM,2017,7,13,18.0,0.6,71.3,3.3,4.7
1290,KRAKÓW-OBSERWATORIUM,2017,7,14,16.8,0.7,55.8,1.0,6.7
1291,KRAKÓW-OBSERWATORIUM,2017,7,15,16.1,0.0,74.3,1.3,6.3
1292,KRAKÓW-OBSERWATORIUM,2017,7,16,17.9,0.0,60.3,1.3,3.7
1293,KRAKÓW-OBSERWATORIUM,2017,7,17,19.0,0.0,57.8,2.0,7.0
1294,KRAKÓW-OBSERWATORIUM,2017,7,18,21.7,0.0,62.0,1.3,2.3
1295,KRAKÓW-OBSERWATORIUM,2017,7,19,23.1,0.0,61.3,1.0,3.3
1296,KRAKÓW-OBSERWATORIUM,2017,7,20,24.2,0.0,57.0,2.3,4.0
1297,KRAKÓW-OBSERWATORIUM,2017,7,21,21.9,8.5,85.5,1.3,5.7
1298,KRAKÓW-OBSERWATORIUM,2017,7,22,22.3,2.7,71.3,1.3,2.3
1299,KRAKÓW-OBSERWATORIUM,2017,7,23,21.8,0.9,76.8,1.7,5.7
1300,KRAKÓW-OBSERWATORIUM,2017,7,24,21.6,0.5,65.8,1.7,5.3
1301,KRAKÓW-OBSERWATORIUM,2017,7,25,19.4,0.2,78.0,2.3,7.7
1302,KRAKÓW-OBSERWATORIUM,2017,7,26,17.6,0.0,59.0,1.7,5.3
1303,KRAKÓW-OBSERWATORIUM,2017,7,27,17.8,0.1,63.5,2.0,3.3
1304,KRAKÓW-OBSERWATORIUM,2017,7,28,18.8,0.0,71.0,1.0,6.3
1305,KRAKÓW-OBSERWATORIUM,2017,7,29,20.6,0.0,58.5,2.0,2.0
1306,KRAKÓW-OBSERWATORIUM,2017,7,30,23.2,0.0,57.5,1.3,0.7
1307,KRAKÓW-OBSERWATORIUM,2017,7,31,26.6,0.0,53.5,1.0,3.0
1308,KRAKÓW-OBSERWATORIUM,2017,8,1,27.7,0.0,57.3,1.3,0.3
1309,KRAKÓW-OBSERWATORIUM,2017,8,2,26.0,0.0,61.0,1.3,3.3
1310,KRAKÓW-OBSERWATORIUM,2017,8,3,25.8,0.0,62.5,1.3,4.0
1311,KRAKÓW-OBSERWATORIUM,2017,8,4,25.2,0.0,61.3,1.0,5.0
1312,KRAKÓW-OBSERWATORIUM,2017,8,5,25.8,0.0,54.8,1.0,0.7
1313,KRAKÓW-OBSERWATORIUM,2017,8,6,21.5,2.1,73.5,2.0,7.0
1314,KRAKÓW-OBSERWATORIUM,2017,8,7,17.7,1.7,72.5,2.0,4.3
1315,KRAKÓW-OBSERWATORIUM,2017,8,8,18.1,0.0,73.8,4.0,2.7
1316,KRAKÓW-OBSERWATORIUM,2017,8,9,23.3,0.0,67.0,2.0,2.0
1317,KRAKÓW-OBSERWATORIUM,2017,8,10,26.6,0.0,58.8,1.3,5.0
1318,KRAKÓW-OBSERWATORIUM,2017,8,11,27.1,8.4,60.3,3.3,0.7
1319,KRAKÓW-OBSERWATORIUM,2017,8,12,20.7,3.0,89.3,1.7,7.7
1320,KRAKÓW-OBSERWATORIUM,2017,8,13,17.7,0.0,73.5,1.0,5.7
1321,KRAKÓW-OBSERWATORIUM,2017,8,14,18.8,0.0,72.8,1.3,3.3
1322,KRAKÓW-OBSERWATORIUM,2017,8,15,19.7,0.0,60.8,2.0,1.3
1323,KRAKÓW-OBSERWATORIUM,2017,8,16,21.8,0.0,57.3,2.0,3.3
1324,KRAKÓW-OBSERWATORIUM,2017,8,17,22.8,0.0,66.5,1.0,5.0
1325,KRAKÓW-OBSERWATORIUM,2017,8,18,23.7,0.0,61.0,1.0,4.7
1326,KRAKÓW-OBSERWATORIUM,2017,8,19,20.7,37.8,71.5,1.0,6.0
1327,KRAKÓW-OBSERWATORIUM,2017,8,20,15.1,28.2,95.3,2.0,7.7
1328,KRAKÓW-OBSERWATORIUM,2017,8,21,15.0,0.1,73.3,2.3,5.3
1329,KRAKÓW-OBSERWATORIUM,2017,8,22,15.8,0.2,64.8,3.0,4.7
1330,KRAKÓW-OBSERWATORIUM,2017,8,23,15.0,0.0,73.0,1.7,5.0
1331,KRAKÓW-OBSERWATORIUM,2017,8,24,16.5,0.0,67.0,1.3,3.7
1332,KRAKÓW-OBSERWATORIUM,2017,8,25,20.2,4.3,63.5,1.7,5.0
1333,KRAKÓW-OBSERWATORIUM,2017,8,26,20.4,3.6,84.8,1.3,3.7
1334,KRAKÓW-OBSERWATORIUM,2017,8,27,21.7,0.0,75.5,2.0,2.3
1335,KRAKÓW-OBSERWATORIUM,2017,8,28,17.7,0.0,67.3,1.7,3.7
1336,KRAKÓW-OBSERWATORIUM,2017,8,29,16.3,0.0,72.8,1.0,2.3
1337,KRAKÓW-OBSERWATORIUM,2017,8,30,18.0,0.0,71.8,1.7,0.0
1338,KRAKÓW-OBSERWATORIUM,2017,8,31,20.0,0.0,65.8,1.3,0.3
1339,KRAKÓW-OBSERWATORIUM,2017,9,1,20.6,10.2,78.5,2.0,5.7
1340,KRAKÓW-OBSERWATORIUM,2017,9,2,15.0,14.4,80.8,1.7,8.0
1341,KRAKÓW-OBSERWATORIUM,2017,9,3,13.3,1.0,90.3,1.7,8.0
1342,KRAKÓW-OBSERWATORIUM,2017,9,4,14.7,0.3,73.3,2.3,5.3
1343,KRAKÓW-OBSERWATORIUM,2017,9,5,13.6,5.1,83.0,3.0,8.0
1344,KRAKÓW-OBSERWATORIUM,2017,9,6,15.9,3.8,85.0,1.3,8.0
1345,KRAKÓW-OBSERWATORIUM,2017,9,7,14.9,0.0,71.8,2.7,6.0
1346,KRAKÓW-OBSERWATORIUM,2017,9,8,15.4,0.0,63.3,1.0,2.0
1347,KRAKÓW-OBSERWATORIUM,2017,9,9,17.3,0.0,67.5,1.3,1.7
1348,KRAKÓW-OBSERWATORIUM,2017,9,10,19.0,0.0,70.0,0.7,5.3
1349,KRAKÓW-OBSERWATORIUM,2017,9,11,20.8,18.2,76.8,1.0,5.7
1350,KRAKÓW-OBSERWATORIUM,2017,9,12,15.0,8.5,91.0,1.7,8.0
1351,KRAKÓW-OBSERWATORIUM,2017,9,13,15.8,0.1,65.0,2.3,4.0
1352,KRAKÓW-OBSERWATORIUM,2017,9,14,19.5,3.5,54.5,2.7,4.7
1353,KRAKÓW-OBSERWATORIUM,2017,9,15,13.0,0.6,68.0,1.7,5.3
1354,KRAKÓW-OBSERWATORIUM,2017,9,16,13.2,1.2,91.8,1.0,8.0
1355,KRAKÓW-OBSERWATORIUM,2017,9,17,13.2,27.5,93.0,1.7,8.0
1356,KRAKÓW-OBSERWATORIUM,2017,9,18,12.7,0.0,78.0,1.7,1.7
1357,KRAKÓW-OBSERWATORIUM,2017,9,19,10.4,8.2,93.5,1.7,8.0
1358,KRAKÓW-OBSERWATORIUM,2017,9,20,11.3,7.2,96.3,1.3,8.0
1359,KRAKÓW-OBSERWATORIUM,2017,9,21,10.8,28.4,94.8,1.7,8.0
1360,KRAKÓW-OBSERWATORIUM,2017,9,22,11.2,14.2,94.8,1.7,8.0
1361,KRAKÓW-OBSERWATORIUM,2017,9,23,11.3,9.1,97.8,2.0,8.0
1362,KRAKÓW-OBSERWATORIUM,2017,9,24,13.9,17.9,91.0,1.3,7.7
1363,KRAKÓW-OBSERWATORIUM,2017,9,25,13.9,0.0,90.8,1.7,5.3
1364,KRAKÓW-OBSERWATORIUM,2017,9,26,11.6,0.0,95.0,1.0,6.3
1365,KRAKÓW-OBSERWATORIUM,2017,9,27,12.9,0.0,77.0,3.3,3.3
1366,KRAKÓW-OBSERWATORIUM,2017,9,28,11.0,0.0,77.5,2.7,0.7
1367,KRAKÓW-OBSERWATORIUM,2017,9,29,9.8,0.0,85.5,1.0,3.0
1368,KRAKÓW-OBSERWATORIUM,2017,9,30,9.9,0.0,85.8,1.7,2.7
1369,KRAKÓW-OBSERWATORIUM,2017,10,1,8.7,0.0,81.5,1.3,0.3
1370,KRAKÓW-OBSERWATORIUM,2017,10,2,9.7,0.8,77.8,1.0,2.0
1371,KRAKÓW-OBSERWATORIUM,2017,10,3,10.7,11.1,94.8,1.0,8.0
1372,KRAKÓW-OBSERWATORIUM,2017,10,4,11.9,0.0,78.0,2.3,7.7
1373,KRAKÓW-OBSERWATORIUM,2017,10,5,11.7,2.3,79.3,1.7,7.3
1374,KRAKÓW-OBSERWATORIUM,2017,10,6,10.1,8.5,82.0,2.3,6.7
1375,KRAKÓW-OBSERWATORIUM,2017,10,7,9.3,0.3,88.3,1.7,7.0
1376,KRAKÓW-OBSERWATORIUM,2017,10,8,9.7,3.2,82.8,2.3,7.7
1377,KRAKÓW-OBSERWATORIUM,2017,10,9,7.7,0.1,80.8,2.7,3.7
1378,KRAKÓW-OBSERWATORIUM,2017,10,10,8.9,0.3,82.0,1.0,6.0
1379,KRAKÓW-OBSERWATORIUM,2017,10,11,12.9,0.0,81.5,2.3,5.7
1380,KRAKÓW-OBSERWATORIUM,2017,10,12,13.4,0.1,79.0,2.0,5.3
1381,KRAKÓW-OBSERWATORIUM,2017,10,13,12.5,0.0,67.0,2.7,5.7
1382,KRAKÓW-OBSERWATORIUM,2017,10,14,12.1,0.0,84.8,1.7,5.0
1383,KRAKÓW-OBSERWATORIUM,2017,10,15,15.2,0.0,82.8,1.0,4.0
1384,KRAKÓW-OBSERWATORIUM,2017,10,16,13.9,0.0,83.8,1.3,0.0
1385,KRAKÓW-OBSERWATORIUM,2017,10,17,14.1,0.0,81.0,0.7,0.3
1386,KRAKÓW-OBSERWATORIUM,2017,10,18,13.4,0.0,83.0,0.7,4.7
1387,KRAKÓW-OBSERWATORIUM,2017,10,19,12.2,0.0,84.3,0.7,2.3
1388,KRAKÓW-OBSERWATORIUM,2017,10,20,11.1,0.0,96.5,1.3,8.0
1389,KRAKÓW-OBSERWATORIUM,2017,10,21,10.7,0.0,93.5,0.7,6.0
1390,KRAKÓW-OBSERWATORIUM,2017,10,22,8.5,8.6,96.3,1.0,8.0
1391,KRAKÓW-OBSERWATORIUM,2017,10,23,9.1,13.9,98.3,1.7,8.0
1392,KRAKÓW-OBSERWATORIUM,2017,10,24,7.1,0.0,87.8,1.7,8.0
1393,KRAKÓW-OBSERWATORIUM,2017,10,25,6.8,0.7,94.5,1.0,6.3
1394,KRAKÓW-OBSERWATORIUM,2017,10,26,12.3,1.3,83.0,1.7,6.7
1395,KRAKÓW-OBSERWATORIUM,2017,10,27,10.0,7.0,92.0,2.7,7.7
1396,KRAKÓW-OBSERWATORIUM,2017,10,28,7.4,13.0,86.8,3.7,7.7
1397,KRAKÓW-OBSERWATORIUM,2017,10,29,6.8,9.3,81.3,4.0,7.3
1398,KRAKÓW-OBSERWATORIUM,2017,10,30,4.5,0.2,65.0,4.3,6.3
1399,KRAKÓW-OBSERWATORIUM,2017,10,31,3.5,0.1,75.3,3.0,5.0
1400,KRAKÓW-OBSERWATORIUM,2017,11,1,6.7,0.0,74.3,2.7,7.7
1401,KRAKÓW-OBSERWATORIUM,2017,11,2,10.2,4.4,82.8,1.7,8.0
1402,KRAKÓW-OBSERWATORIUM,2017,11,3,8.7,0.6,92.8,1.3,8.0
1403,KRAKÓW-OBSERWATORIUM,2017,11,4,6.7,0.0,84.0,0.3,2.0
1404,KRAKÓW-OBSERWATORIUM,2017,11,5,8.1,0.0,76.3,1.3,5.3
1405,KRAKÓW-OBSERWATORIUM,2017,11,6,7.9,0.0,84.5,1.0,6.3
1406,KRAKÓW-OBSERWATORIUM,2017,11,7,8.1,0.0,82.5,2.7,8.0
1407,KRAKÓW-OBSERWATORIUM,2017,11,8,5.6,0.0,84.3,2.3,8.0
1408,KRAKÓW-OBSERWATORIUM,2017,11,9,5.8,0.0,87.0,0.7,8.0
1409,KRAKÓW-OBSERWATORIUM,2017,11,10,8.0,2.5,74.0,1.3,7.7
1410,KRAKÓW-OBSERWATORIUM,2017,11,11,6.2,3.7,75.8,2.0,4.3
1411,KRAKÓW-OBSERWATORIUM,2017,11,12,5.0,7.2,80.3,1.7,5.3
1412,KRAKÓW-OBSERWATORIUM,2017,11,13,4.2,5.9,94.8,2.3,8.0
1413,KRAKÓW-OBSERWATORIUM,2017,11,14,4.0,0.0,83.5,1.3,4.3
1414,KRAKÓW-OBSERWATORIUM,2017,11,15,1.7,0.0,87.3,1.0,5.0
1415,KRAKÓW-OBSERWATORIUM,2017,11,16,2.2,1.4,84.3,1.0,3.0
1416,KRAKÓW-OBSERWATORIUM,2017,11,17,3.5,1.7,93.5,1.0,5.3
1417,KRAKÓW-OBSERWATORIUM,2017,11,18,3.5,0.0,84.8,1.3,7.7
1418,KRAKÓW-OBSERWATORIUM,2017,11,19,3.9,2.5,75.0,1.7,5.0
1419,KRAKÓW-OBSERWATORIUM,2017,11,20,2.7,3.0,81.8,4.3,5.7
1420,KRAKÓW-OBSERWATORIUM,2017,11,21,2.9,3.5,90.3,0.7,8.0
1421,KRAKÓW-OBSERWATORIUM,2017,11,22,5.3,0.7,97.3,0.7,8.0
1422,KRAKÓW-OBSERWATORIUM,2017,11,23,4.8,0.0,91.5,1.0,4.0
1423,KRAKÓW-OBSERWATORIUM,2017,11,24,5.0,0.0,89.3,0.3,3.3
1424,KRAKÓW-OBSERWATORIUM,2017,11,25,7.4,2.2,79.3,1.3,6.0
1425,KRAKÓW-OBSERWATORIUM,2017,11,26,5.7,0.2,82.8,1.7,7.3
1426,KRAKÓW-OBSERWATORIUM,2017,11,27,1.5,0.3,86.8,1.0,3.0
1427,KRAKÓW-OBSERWATORIUM,2017,11,28,1.3,2.7,76.8,0.7,5.0
1428,KRAKÓW-OBSERWATORIUM,2017,11,29,1.6,6.5,95.8,0.0,5.3
1429,KRAKÓW-OBSERWATORIUM,2017,11,30,0.7,9.3,95.3,2.0,8.0
1430,KRAKÓW-OBSERWATORIUM,2017,12,1,0.6,0.0,89.8,1.7,3.7
1431,KRAKÓW-OBSERWATORIUM,2017,12,2,-2.5,1.0,95.0,1.0,8.0
1432,KRAKÓW-OBSERWATORIUM,2017,12,3,-0.4,2.9,91.3,1.7,8.0
1433,KRAKÓW-OBSERWATORIUM,2017,12,4,-0.4,1.6,86.3,2.0,8.0
1434,KRAKÓW-OBSERWATORIUM,2017,12,5,2.3,0.6,84.5,3.3,7.7
1435,KRAKÓW-OBSERWATORIUM,2017,12,6,4.1,0.3,83.8,4.3,8.0
1436,KRAKÓW-OBSERWATORIUM,2017,12,7,3.8,0.0,69.5,2.0,3.0
1437,KRAKÓW-OBSERWATORIUM,2017,12,8,2.8,0.6,72.0,1.0,5.3
1438,KRAKÓW-OBSERWATORIUM,2017,12,9,2.4,0.0,77.5,2.0,7.7
1439,KRAKÓW-OBSERWATORIUM,2017,12,10,1.6,0.0,63.0,3.0,4.0
1440,KRAKÓW-OBSERWATORIUM,2017,12,11,6.5,0.0,64.0,1.7,7.3
1441,KRAKÓW-OBSERWATORIUM,2017,12,12,10.2,0.0,65.5,2.3,6.3
1442,KRAKÓW-OBSERWATORIUM,2017,12,13,2.8,0.0,67.3,1.7,4.3
1443,KRAKÓW-OBSERWATORIUM,2017,12,14,3.5,0.0,56.3,2.3,4.7
1444,KRAKÓW-OBSERWATORIUM,2017,12,15,3.6,0.0,65.0,1.3,5.3
1445,KRAKÓW-OBSERWATORIUM,2017,12,16,1.5,0.4,81.5,2.0,8.0
1446,KRAKÓW-OBSERWATORIUM,2017,12,17,0.7,0.2,88.5,1.3,5.3
1447,KRAKÓW-OBSERWATORIUM,2017,12,18,0.1,0.0,87.8,1.0,7.3
1448,KRAKÓW-OBSERWATORIUM,2017,12,19,-1.1,0.0,76.8,2.3,7.7
1449,KRAKÓW-OBSERWATORIUM,2017,12,20,-0.6,0.2,83.8,2.3,7.3
1450,KRAKÓW-OBSERWATORIUM,2017,12,21,0.8,1.4,82.8,2.7,7.7
1451,KRAKÓW-OBSERWATORIUM,2017,12,22,3.4,1.5,89.5,2.7,7.7
1452,KRAKÓW-OBSERWATORIUM,2017,12,23,4.3,0.7,87.0,4.3,8.0
1453,KRAKÓW-OBSERWATORIUM,2017,12,24,7.7,0.2,83.8,5.7,8.0
1454,KRAKÓW-OBSERWATORIUM,2017,12,25,6.1,0.0,74.8,2.0,5.0
1455,KRAKÓW-OBSERWATORIUM,2017,12,26,0.6,0.0,90.0,0.3,1.3
1456,KRAKÓW-OBSERWATORIUM,2017,12,27,2.6,0.0,81.8,1.7,2.7
1457,KRAKÓW-OBSERWATORIUM,2017,12,28,5.8,9.2,74.3,1.0,7.0
1458,KRAKÓW-OBSERWATORIUM,2017,12,29,2.1,1.7,90.3,2.0,8.0
1459,KRAKÓW-OBSERWATORIUM,2017,12,30,-0.4,0.5,82.5,0.7,2.0
1460,KRAKÓW-OBSERWATORIUM,2017,12,31,5.0,0.4,87.5,1.7,7.3
1461,KRAKÓW-OBSERWATORIUM,2018,1,1,4.2,0.0,89.3,1.0,6.0
1462,KRAKÓW-OBSERWATORIUM,2018,1,2,1.9,0.4,87.3,1.3,5.3
1463,KRAKÓW-OBSERWATORIUM,2018,1,3,3.1,4.7,77.0,2.0,5.3
1464,KRAKÓW-OBSERWATORIUM,2018,1,4,5.0,0.2,78.3,1.7,3.7
1465,KRAKÓW-OBSERWATORIUM,2018,1,5,5.4,1.4,81.3,1.0,6.7
1466,KRAKÓW-OBSERWATORIUM,2018,1,6,7.2,0.0,91.8,0.0,7.3
1467,KRAKÓW-OBSERWATORIUM,2018,1,7,5.1,0.1,90.5,2.0,7.7
1468,KRAKÓW-OBSERWATORIUM,2018,1,8,1.3,1.3,90.8,3.0,8.0
1469,KRAKÓW-OBSERWATORIUM,2018,1,9,0.0,0.0,79.0,2.3,5.7
1470,KRAKÓW-OBSERWATORIUM,2018,1,10,3.2,1.8,85.3,1.0,7.7
1471,KRAKÓW-OBSERWATORIUM,2018,1,11,1.4,0.3,94.5,2.0,8.0
1472,KRAKÓW-OBSERWATORIUM,2018,1,12,0.7,0.1,91.3,4.0,8.0
1473,KRAKÓW-OBSERWATORIUM,2018,1,13,-0.5,0.0,78.3,4.0,6.3
1474,KRAKÓW-OBSERWATORIUM,2018,1,14,-3.6,0.0,73.0,3.7,0.3
1475,KRAKÓW-OBSERWATORIUM,2018,1,15,-5.7,0.0,79.8,1.7,1.0
1476,KRAKÓW-OBSERWATORIUM,2018,1,16,-2.2,2.8,76.0,1.7,7.0
1477,KRAKÓW-OBSERWATORIUM,2018,1,17,1.8,2.8,77.3,2.7,7.0
1478,KRAKÓW-OBSERWATORIUM,2018,1,18,1.9,0.4,74.8,2.0,6.0
1479,KRAKÓW-OBSERWATORIUM,2018,1,19,2.4,0.0,72.3,3.3,6.0
1480,KRAKÓW-OBSERWATORIUM,2018,1,20,0.4,1.5,90.0,1.3,5.7
1481,KRAKÓW-OBSERWATORIUM,2018,1,21,-1.4,3.1,90.5,1.3,8.0
1482,KRAKÓW-OBSERWATORIUM,2018,1,22,-1.9,0.0,87.5,2.3,4.0
1483,KRAKÓW-OBSERWATORIUM,2018,1,23,-3.7,0.0,85.8,1.3,8.0
1484,KRAKÓW-OBSERWATORIUM,2018,1,24,0.7,0.0,85.3,0.7,3.3
1485,KRAKÓW-OBSERWATORIUM,2018,1,25,3.1,0.0,80.5,0.3,5.3
1486,KRAKÓW-OBSERWATORIUM,2018,1,26,0.5,0.0,87.8,0.3,4.3
1487,KRAKÓW-OBSERWATORIUM,2018,1,27,1.2,0.4,92.3,0.7,8.0
1488,KRAKÓW-OBSERWATORIUM,2018,1,28,4.5,0.2,87.5,3.3,6.3
1489,KRAKÓW-OBSERWATORIUM,2018,1,29,8.7,0.6,76.0,3.3,5.7
1490,KRAKÓW-OBSERWATORIUM,2018,1,30,5.9,0.0,64.0,5.3,6.0
