,stacja,rok,miesiąc,dzień,temperatura,suma opadów,wilgotność,prędkość wiatru,zachmurzenine,day_number_in_year,PM2.5
272,KRAKÓW-OBSERWATORIUM,2014,9,30,14.7,1.0,82.8,1.3,4.3,273,31.0
273,KRAKÓW-OBSERWATORIUM,2014,10,1,15.9,9.8,92.5,1.3,8.0,274,41.0
274,KRAKÓW-OBSERWATORIUM,2014,10,2,13.1,0.2,91.5,1.0,7.3,275,25.0
275,KRAKÓW-OBSERWATORIUM,2014,10,3,11.1,0.0,84.5,1.0,8.0,276,31.0
276,KRAKÓW-OBSERWATORIUM,2014,10,4,9.5,0.0,87.3,1.7,5.7,277,39.0
277,KRAKÓW-OBSERWATORIUM,2014,10,5,8.2,0.0,85.5,0.7,2.0,278,42.0
278,KRAKÓW-OBSERWATORIUM,2014,10,6,7.8,0.1,91.8,1.3,3.0,279,47.0
279,KRAKÓW-OBSERWATORIUM,2014,10,7,11.2,0.0,83.5,1.7,5.7,280,29.0
280,KRAKÓW-OBSERWATORIUM,2014,10,8,13.0,0.0,84.8,1.0,5.7,281,25.0
281,KRAKÓW-OBSERWATORIUM,2014,10,9,15.8,0.0,76.8,0.7,3.0,282,23.0
282,KRAKÓW-OBSERWATORIUM,2014,10,10,15.6,0.0,80.8,0.3,2.3,283,33.0
283,KRAKÓW-OBSERWATORIUM,2014,10,11,16.2,0.0,86.0,1.0,5.3,284,37.0
284,KRAKÓW-OBSERWATORIUM,2014,10,12,16.3,0.0,86.3,1.0,3.3,285,33.0
285,KRAKÓW-OBSERWATORIUM,2014,10,13,15.1,0.0,94.3,1.3,5.7,286,33.0
286,KRAKÓW-OBSERWATORIUM,2014,10,14,13.9,0.0,90.3,2.3,4.3,287,32.0
287,KRAKÓW-OBSERWATORIUM,2014,10,15,11.2,0.0,88.8,1.0,5.0,288,25.0
288,KRAKÓW-OBSERWATORIUM,2014,10,16,14.0,4.0,84.8,1.7,6.7,289,25.0
289,KRAKÓW-OBSERWATORIUM,2014,10,17,13.1,1.1,93.8,1.3,7.7,290,23.0
290,KRAKÓW-OBSERWATORIUM,2014,10,18,12.6,0.1,89.8,1.0,5.7,291,33.0
291,KRAKÓW-OBSERWATORIUM,2014,10,19,13.2,0.0,77.8,1.0,3.7,292,28.0
292,KRAKÓW-OBSERWATORIUM,2014,10,20,13.8,0.3,81.8,2.7,4.3,293,15.0
293,KRAKÓW-OBSERWATORIUM,2014,10,21,11.7,1.4,81.3,0.7,5.7,294,25.0
294,KRAKÓW-OBSERWATORIUM,2014,10,22,8.3,19.3,89.3,2.7,8.0,295,12.0
295,KRAKÓW-OBSERWATORIUM,2014,10,23,5.9,3.6,93.8,3.0,8.0,296,11.0
296,KRAKÓW-OBSERWATORIUM,2014,10,24,2.7,0.0,76.8,4.0,7.7,297,19.0
297,KRAKÓW-OBSERWATORIUM,2014,10,25,3.6,0.0,80.5,2.3,1.3,298,23.0
298,KRAKÓW-OBSERWATORIUM,2014,10,26,1.9,0.0,96.3,1.0,8.0,299,32.0
299,KRAKÓW-OBSERWATORIUM,2014,10,27,3.6,0.1,95.5,1.0,8.0,300,30.0
300,KRAKÓW-OBSERWATORIUM,2014,10,28,2.4,0.2,95.8,1.0,8.0,301,37.0
301,KRAKÓW-OBSERWATORIUM,2014,10,29,2.9,0.0,94.0,1.0,5.3,302,57.0
302,KRAKÓW-OBSERWATORIUM,2014,10,30,3.9,0.0,86.0,1.3,0.7,303,107.0
303,KRAKÓW-OBSERWATORIUM,2014,10,31,6.6,0.0,82.8,1.0,4.3,304,113.0
304,KRAKÓW-OBSERWATORIUM,2014,11,1,5.5,0.0,85.0,0.3,6.3,305,128.0
305,KRAKÓW-OBSERWATORIUM,2014,11,2,7.5,0.0,86.5,0.7,0.7,306,95.0
306,KRAKÓW-OBSERWATORIUM,2014,11,3,7.5,0.0,86.0,1.0,4.3,307,97.0
307,KRAKÓW-OBSERWATORIUM,2014,11,4,8.9,0.0,73.8,1.3,4.0,308,47.0
308,KRAKÓW-OBSERWATORIUM,2014,11,5,14.0,0.0,53.5,2.3,0.7,309,14.0
309,KRAKÓW-OBSERWATORIUM,2014,11,6,13.7,0.0,73.8,1.0,6.7,310,34.0
310,KRAKÓW-OBSERWATORIUM,2014,11,7,13.4,4.7,83.5,0.3,7.7,311,39.0
311,KRAKÓW-OBSERWATORIUM,2014,11,8,11.4,2.4,93.0,1.0,8.0,312,28.0
312,KRAKÓW-OBSERWATORIUM,2014,11,9,10.6,0.0,93.8,2.0,8.0,313,26.0
313,KRAKÓW-OBSERWATORIUM,2014,11,10,11.4,0.0,89.3,1.3,5.3,314,24.0
314,KRAKÓW-OBSERWATORIUM,2014,11,11,10.2,0.0,87.8,1.3,4.7,315,45.0
315,KRAKÓW-OBSERWATORIUM,2014,11,12,9.2,0.0,89.5,1.0,4.7,316,45.0
316,KRAKÓW-OBSERWATORIUM,2014,11,13,7.1,0.0,90.0,1.3,8.0,317,38.0
317,KRAKÓW-OBSERWATORIUM,2014,11,14,8.6,0.0,88.8,1.7,8.0,318,35.0
318,KRAKÓW-OBSERWATORIUM,2014,11,15,7.3,0.0,93.5,2.0,8.0,319,38.0
319,KRAKÓW-OBSERWATORIUM,2014,11,16,8.2,0.9,85.3,2.3,7.7,320,31.0
320,KRAKÓW-OBSERWATORIUM,2014,11,17,7.1,0.0,92.0,2.3,8.0,321,22.0
321,KRAKÓW-OBSERWATORIUM,2014,11,18,5.7,4.3,89.5,3.7,8.0,322,15.0
322,KRAKÓW-OBSERWATORIUM,2014,11,19,4.9,12.3,95.0,2.0,8.0,323,22.0
323,KRAKÓW-OBSERWATORIUM,2014,11,20,4.2,1.4,91.5,1.3,8.0,324,22.0
324,KRAKÓW-OBSERWATORIUM,2014,11,21,3.2,0.0,90.3,1.0,8.0,325,30.0
325,KRAKÓW-OBSERWATORIUM,2014,11,22,3.5,0.0,85.8,1.0,8.0,326,38.0
326,KRAKÓW-OBSERWATORIUM,2014,11,23,3.5,0.0,85.0,1.7,6.3,327,38.0
327,KRAKÓW-OBSERWATORIUM,2014,11,24,1.2,10.1,81.0,2.0,2.7,328,52.0
328,KRAKÓW-OBSERWATORIUM,2014,11,25,4.0,0.4,86.8,2.0,7.7,329,47.0
329,KRAKÓW-OBSERWATORIUM,2014,11,26,3.2,0.0,91.3,1.0,7.7,330,69.0
330,KRAKÓW-OBSERWATORIUM,2014,11,27,1.8,0.0,87.8,2.7,7.7,331,29.0
331,KRAKÓW-OBSERWATORIUM,2014,11,28,-0.3,0.0,83.3,3.0,8.0,332,29.0
332,KRAKÓW-OBSERWATORIUM,2014,11,29,-2.4,0.0,76.8,3.7,8.0,333,22.0
333,KRAKÓW-OBSERWATORIUM,2014,11,30,-2.7,0.0,79.5,4.0,8.0,334,23.0
334,KRAKÓW-OBSERWATORIUM,2014,12,1,-2.2,0.0,72.5,4.3,7.0,335,19.0
335,KRAKÓW-OBSERWATORIUM,2014,12,2,-1.7,0.0,75.0,3.7,8.0,336,29.0
336,KRAKÓW-OBSERWATORIUM,2014,12,3,1.0,0.0,76.0,1.3,7.3,337,41.0
337,KRAKÓW-OBSERWATORIUM,2014,12,4,-0.9,0.2,88.3,2.3,4.0,338,55.0
338,KRAKÓW-OBSERWATORIUM,2014,12,5,-1.6,0.0,96.0,2.0,8.0,339,26.0
339,KRAKÓW-OBSERWATORIUM,2014,12,6,-1.1,0.0,96.0,1.3,8.0,340,36.0
340,KRAKÓW-OBSERWATORIUM,2014,12,7,-0.1,0.0,92.3,1.0,8.0,341,32.0
341,KRAKÓW-OBSERWATORIUM,2014,12,8,1.8,1.0,91.8,1.3,8.0,342,43.0
342,KRAKÓW-OBSERWATORIUM,2014,12,9,2.0,0.0,78.8,1.7,7.3,343,54.0
343,KRAKÓW-OBSERWATORIUM,2014,12,10,-1.5,0.0,90.3,0.7,5.0,344,90.0
344,KRAKÓW-OBSERWATORIUM,2014,12,11,1.9,1.6,70.0,1.0,6.0,345,73.0
345,KRAKÓW-OBSERWATORIUM,2014,12,12,5.9,0.0,60.0,2.0,3.0,346,8.0
346,KRAKÓW-OBSERWATORIUM,2014,12,13,7.4,0.0,55.5,1.0,3.0,347,39.0
347,KRAKÓW-OBSERWATORIUM,2014,12,14,5.3,0.0,71.0,0.3,5.7,348,90.0
348,KRAKÓW-OBSERWATORIUM,2014,12,15,5.8,0.1,84.5,0.3,7.7,349,116.0
349,KRAKÓW-OBSERWATORIUM,2014,12,16,6.1,5.5,89.5,1.0,7.7,350,110.0
350,KRAKÓW-OBSERWATORIUM,2014,12,17,3.9,0.3,82.5,1.7,5.7,351,31.0
351,KRAKÓW-OBSERWATORIUM,2014,12,18,5.5,0.7,75.3,2.3,7.7,352,23.0
352,KRAKÓW-OBSERWATORIUM,2014,12,19,9.4,2.9,84.0,2.7,7.7,353,7.0
353,KRAKÓW-OBSERWATORIUM,2014,12,20,6.9,1.6,59.5,4.7,3.3,354,8.0
354,KRAKÓW-OBSERWATORIUM,2014,12,21,4.2,1.8,81.5,4.0,6.7,355,8.0
355,KRAKÓW-OBSERWATORIUM,2014,12,22,6.8,1.9,78.3,5.0,8.0,356,8.0
356,KRAKÓW-OBSERWATORIUM,2014,12,23,9.5,0.0,72.5,5.7,7.7,357,4.0
357,KRAKÓW-OBSERWATORIUM,2014,12,24,8.7,1.1,56.3,5.3,6.7,358,7.0
358,KRAKÓW-OBSERWATORIUM,2014,12,25,5.1,0.1,67.0,3.0,6.7,359,7.0
359,KRAKÓW-OBSERWATORIUM,2014,12,26,0.5,4.5,82.0,2.3,8.0,360,14.0
360,KRAKÓW-OBSERWATORIUM,2014,12,27,-7.0,0.0,83.3,1.3,6.0,361,51.0
361,KRAKÓW-OBSERWATORIUM,2014,12,28,-5.8,0.0,78.5,2.7,7.7,362,28.0
362,KRAKÓW-OBSERWATORIUM,2014,12,29,-5.8,0.1,74.8,3.3,6.3,363,31.0
363,KRAKÓW-OBSERWATORIUM,2014,12,30,-8.6,0.6,74.0,1.3,3.7,364,67.0
364,KRAKÓW-OBSERWATORIUM,2014,12,31,-6.9,0.6,64.3,1.3,5.0,365,84.0
365,KRAKÓW-OBSERWATORIUM,2015,1,1,0.2,0.6,88.5,3.3,5.7,1,44.0
366,KRAKÓW-OBSERWATORIUM,2015,1,2,2.5,0.1,78.5,3.0,7.0,2,38.0
367,KRAKÓW-OBSERWATORIUM,2015,1,3,3.9,1.1,61.0,5.3,6.7,3,9.0
368,KRAKÓW-OBSERWATORIUM,2015,1,4,1.2,2.3,79.8,4.0,5.3,4,9.0
369,KRAKÓW-OBSERWATORIUM,2015,1,5,-0.1,0.9,82.5,2.7,5.7,5,28.0
370,KRAKÓW-OBSERWATORIUM,2015,1,6,-3.9,0.0,64.8,1.7,1.0,6,34.0
371,KRAKÓW-OBSERWATORIUM,2015,1,7,-7.8,0.2,71.5,1.0,6.7,7,98.0
372,KRAKÓW-OBSERWATORIUM,2015,1,8,-0.4,3.6,76.0,1.3,7.3,8,71.0
373,KRAKÓW-OBSERWATORIUM,2015,1,9,5.2,7.2,72.0,4.3,8.0,9,11.0
374,KRAKÓW-OBSERWATORIUM,2015,1,10,8.7,6.7,79.8,3.7,7.0,10,10.0
375,KRAKÓW-OBSERWATORIUM,2015,1,11,5.3,1.0,59.5,4.0,6.0,11,11.0
376,KRAKÓW-OBSERWATORIUM,2015,1,12,3.5,0.3,77.8,3.3,7.0,12,11.0
377,KRAKÓW-OBSERWATORIUM,2015,1,13,6.4,0.0,54.5,1.7,2.3,13,30.0
378,KRAKÓW-OBSERWATORIUM,2015,1,14,4.4,0.0,67.0,1.7,7.0,14,50.0
379,KRAKÓW-OBSERWATORIUM,2015,1,15,4.0,0.0,66.3,1.7,5.7,15,45.0
380,KRAKÓW-OBSERWATORIUM,2015,1,16,5.0,0.0,74.5,1.0,3.3,16,109.0
381,KRAKÓW-OBSERWATORIUM,2015,1,17,6.0,6.1,75.8,1.7,6.7,17,50.0
382,KRAKÓW-OBSERWATORIUM,2015,1,18,3.3,0.1,91.3,0.7,8.0,18,35.0
383,KRAKÓW-OBSERWATORIUM,2015,1,19,2.4,0.0,90.5,2.3,8.0,19,28.0
384,KRAKÓW-OBSERWATORIUM,2015,1,20,2.6,0.0,90.8,1.3,8.0,20,36.0
385,KRAKÓW-OBSERWATORIUM,2015,1,21,3.9,0.0,85.3,1.0,7.3,21,64.0
386,KRAKÓW-OBSERWATORIUM,2015,1,22,3.1,4.3,94.5,2.0,8.0,22,32.0
387,KRAKÓW-OBSERWATORIUM,2015,1,23,2.2,0.3,91.0,1.7,7.7,23,29.0
388,KRAKÓW-OBSERWATORIUM,2015,1,24,0.6,9.3,91.0,1.7,8.0,24,28.0
389,KRAKÓW-OBSERWATORIUM,2015,1,25,-0.8,7.7,89.8,2.3,8.0,25,45.0
390,KRAKÓW-OBSERWATORIUM,2015,1,26,0.0,0.1,89.0,1.0,8.0,26,71.0
391,KRAKÓW-OBSERWATORIUM,2015,1,27,-2.5,0.3,88.0,1.0,7.3,27,71.0
392,KRAKÓW-OBSERWATORIUM,2015,1,28,1.4,0.0,80.0,2.3,8.0,28,43.0
393,KRAKÓW-OBSERWATORIUM,2015,1,29,0.7,0.0,66.0,1.0,7.0,29,33.0
394,KRAKÓW-OBSERWATORIUM,2015,1,30,1.9,5.7,68.8,1.7,7.0,30,29.0
395,KRAKÓW-OBSERWATORIUM,2015,1,31,0.3,0.0,81.3,1.7,6.7,31,26.0
396,KRAKÓW-OBSERWATORIUM,2015,2,1,-0.6,0.0,77.0,1.0,4.3,32,64.0
397,KRAKÓW-OBSERWATORIUM,2015,2,2,-1.6,1.1,88.3,1.0,6.7,33,150.0
398,KRAKÓW-OBSERWATORIUM,2015,2,3,-1.4,0.0,74.8,1.7,2.7,34,58.0
399,KRAKÓW-OBSERWATORIUM,2015,2,4,-1.3,0.0,75.5,0.7,6.3,35,75.0
400,KRAKÓW-OBSERWATORIUM,2015,2,5,-1.4,0.0,76.3,1.3,6.3,36,47.0
401,KRAKÓW-OBSERWATORIUM,2015,2,6,-2.3,0.0,75.3,3.7,8.0,37,27.0
402,KRAKÓW-OBSERWATORIUM,2015,2,7,-2.0,2.0,67.0,3.0,1.3,38,43.0
403,KRAKÓW-OBSERWATORIUM,2015,2,8,-1.2,0.2,81.5,3.0,5.3,39,18.0
404,KRAKÓW-OBSERWATORIUM,2015,2,9,-2.4,5.3,85.8,2.7,8.0,40,35.0
405,KRAKÓW-OBSERWATORIUM,2015,2,10,1.5,2.5,96.0,1.3,8.0,41,46.0
406,KRAKÓW-OBSERWATORIUM,2015,2,11,2.2,0.2,90.8,1.7,8.0,42,58.0
407,KRAKÓW-OBSERWATORIUM,2015,2,12,4.2,0.0,75.8,1.0,4.3,43,61.0
408,KRAKÓW-OBSERWATORIUM,2015,2,13,1.2,0.0,80.8,0.7,0.3,44,122.0
409,KRAKÓW-OBSERWATORIUM,2015,2,14,1.3,0.0,77.0,1.0,0.0,45,114.0
410,KRAKÓW-OBSERWATORIUM,2015,2,15,1.4,0.0,76.3,2.3,0.0,46,119.0
411,KRAKÓW-OBSERWATORIUM,2015,2,16,0.0,0.0,76.0,4.0,6.0,47,26.0
412,KRAKÓW-OBSERWATORIUM,2015,2,17,-0.1,0.0,52.3,2.3,0.0,48,36.0
413,KRAKÓW-OBSERWATORIUM,2015,2,18,-1.1,0.0,74.0,1.7,6.0,49,108.0
414,KRAKÓW-OBSERWATORIUM,2015,2,19,1.0,0.0,73.5,1.7,7.0,50,79.0
415,KRAKÓW-OBSERWATORIUM,2015,2,20,4.4,0.0,64.8,1.3,1.7,51,108.0
416,KRAKÓW-OBSERWATORIUM,2015,2,21,3.4,0.0,62.8,1.0,3.3,52,82.0
417,KRAKÓW-OBSERWATORIUM,2015,2,22,4.1,0.0,70.8,1.3,5.7,53,68.0
418,KRAKÓW-OBSERWATORIUM,2015,2,23,6.7,0.0,72.3,2.0,6.7,54,76.0
419,KRAKÓW-OBSERWATORIUM,2015,2,24,6.4,2.9,78.5,1.3,7.0,55,35.0
420,KRAKÓW-OBSERWATORIUM,2015,2,25,4.9,15.4,90.0,1.0,8.0,56,36.0
421,KRAKÓW-OBSERWATORIUM,2015,2,26,3.8,1.2,94.3,0.7,8.0,57,52.0
422,KRAKÓW-OBSERWATORIUM,2015,2,27,5.4,0.0,87.8,1.3,8.0,58,61.0
423,KRAKÓW-OBSERWATORIUM,2015,2,28,5.8,0.1,82.8,0.3,8.0,59,96.0
424,KRAKÓW-OBSERWATORIUM,2015,3,1,6.7,0.0,75.3,1.0,6.7,60,50.0
425,KRAKÓW-OBSERWATORIUM,2015,3,2,4.3,4.0,92.0,1.0,6.7,61,22.0
426,KRAKÓW-OBSERWATORIUM,2015,3,3,2.8,2.6,76.0,4.3,7.0,62,26.0
427,KRAKÓW-OBSERWATORIUM,2015,3,4,3.2,4.1,57.8,3.0,3.7,63,31.0
428,KRAKÓW-OBSERWATORIUM,2015,3,5,2.3,0.0,75.0,1.7,4.3,64,43.0
429,KRAKÓW-OBSERWATORIUM,2015,3,6,2.0,0.0,72.8,1.3,6.3,65,58.0
430,KRAKÓW-OBSERWATORIUM,2015,3,7,3.3,0.0,67.3,1.0,4.0,66,79.0
431,KRAKÓW-OBSERWATORIUM,2015,3,8,5.5,0.0,60.5,0.7,1.3,67,84.0
432,KRAKÓW-OBSERWATORIUM,2015,3,9,5.3,0.0,57.8,1.0,0.7,68,92.0
433,KRAKÓW-OBSERWATORIUM,2015,3,10,5.0,0.0,61.5,1.3,1.7,69,81.0
434,KRAKÓW-OBSERWATORIUM,2015,3,11,3.7,1.7,84.5,1.7,6.7,70,90.0
435,KRAKÓW-OBSERWATORIUM,2015,3,12,5.1,1.0,69.8,2.7,7.7,71,18.0
436,KRAKÓW-OBSERWATORIUM,2015,3,13,3.6,5.5,93.8,1.7,8.0,72,15.0
437,KRAKÓW-OBSERWATORIUM,2015,3,14,3.1,4.5,91.3,1.7,8.0,73,22.0
438,KRAKÓW-OBSERWATORIUM,2015,3,15,5.5,0.0,79.8,1.7,4.3,74,30.0
439,KRAKÓW-OBSERWATORIUM,2015,3,16,7.1,0.0,74.5,4.0,1.0,75,25.0
440,KRAKÓW-OBSERWATORIUM,2015,3,17,6.4,0.0,63.0,4.0,0.3,76,32.0
441,KRAKÓW-OBSERWATORIUM,2015,3,18,4.3,0.0,50.3,3.0,0.3,77,38.0
442,KRAKÓW-OBSERWATORIUM,2015,3,19,3.1,0.0,62.5,2.3,3.0,78,48.0
443,KRAKÓW-OBSERWATORIUM,2015,3,20,4.2,0.0,66.3,1.3,0.0,79,84.0
444,KRAKÓW-OBSERWATORIUM,2015,3,21,6.6,0.0,55.5,1.3,2.0,80,83.0
445,KRAKÓW-OBSERWATORIUM,2015,3,22,4.1,0.6,75.5,2.3,5.7,81,54.0
446,KRAKÓW-OBSERWATORIUM,2015,3,23,2.6,0.0,61.0,2.0,2.0,82,53.0
447,KRAKÓW-OBSERWATORIUM,2015,3,24,7.7,0.0,58.3,1.7,2.0,83,81.0
448,KRAKÓW-OBSERWATORIUM,2015,3,25,10.9,0.4,63.8,1.7,4.3,84,45.0
449,KRAKÓW-OBSERWATORIUM,2015,3,26,13.5,0.0,59.0,1.7,5.3,85,38.0
450,KRAKÓW-OBSERWATORIUM,2015,3,27,10.3,7.8,83.0,2.3,7.7,86,23.0
451,KRAKÓW-OBSERWATORIUM,2015,3,28,7.0,0.0,74.5,2.3,7.7,87,34.0
452,KRAKÓW-OBSERWATORIUM,2015,3,29,7.4,7.2,73.3,1.7,6.0,88,32.0
453,KRAKÓW-OBSERWATORIUM,2015,3,30,7.5,3.0,68.5,4.0,7.0,89,7.0
454,KRAKÓW-OBSERWATORIUM,2015,3,31,5.7,6.0,68.3,2.3,7.0,90,10.0
455,KRAKÓW-OBSERWATORIUM,2015,4,1,5.3,1.6,62.0,4.7,6.7,91,8.0
456,KRAKÓW-OBSERWATORIUM,2015,4,2,2.8,5.4,73.8,2.7,6.7,92,11.0
457,KRAKÓW-OBSERWATORIUM,2015,4,3,3.2,0.1,73.5,3.7,5.7,93,15.0
458,KRAKÓW-OBSERWATORIUM,2015,4,4,3.4,0.0,71.0,2.3,4.3,94,27.0
459,KRAKÓW-OBSERWATORIUM,2015,4,5,2.7,0.1,75.0,2.0,7.3,95,38.0
460,KRAKÓW-OBSERWATORIUM,2015,4,6,2.5,0.2,76.3,2.7,7.0,96,20.0
461,KRAKÓW-OBSERWATORIUM,2015,4,7,5.9,0.1,62.3,2.3,6.3,97,19.0
462,KRAKÓW-OBSERWATORIUM,2015,4,8,8.2,0.1,71.8,2.0,7.3,98,16.0
463,KRAKÓW-OBSERWATORIUM,2015,4,9,8.1,0.0,44.5,2.3,3.3,99,21.0
464,KRAKÓW-OBSERWATORIUM,2015,4,10,10.6,0.0,45.0,1.3,1.7,100,43.0
465,KRAKÓW-OBSERWATORIUM,2015,4,11,12.3,0.0,53.0,1.3,1.3,101,48.0
466,KRAKÓW-OBSERWATORIUM,2015,4,12,13.4,0.0,50.3,2.7,5.7,102,29.0
467,KRAKÓW-OBSERWATORIUM,2015,4,13,10.7,0.0,54.3,3.3,6.7,103,22.0
468,KRAKÓW-OBSERWATORIUM,2015,4,14,8.7,0.0,40.0,4.3,5.3,104,18.0
469,KRAKÓW-OBSERWATORIUM,2015,4,15,15.5,0.0,43.5,3.0,4.3,105,20.0
470,KRAKÓW-OBSERWATORIUM,2015,4,16,14.2,0.0,50.5,2.0,6.0,106,19.0
471,KRAKÓW-OBSERWATORIUM,2015,4,17,11.1,0.0,60.8,1.3,6.7,107,23.0
472,KRAKÓW-OBSERWATORIUM,2015,4,18,5.8,0.2,68.3,2.7,6.3,108,12.0
473,KRAKÓW-OBSERWATORIUM,2015,4,19,7.1,0.0,61.0,2.7,6.7,109,19.0
474,KRAKÓW-OBSERWATORIUM,2015,4,20,8.8,0.0,49.3,2.7,4.7,110,32.0
475,KRAKÓW-OBSERWATORIUM,2015,4,21,9.7,0.0,44.8,2.7,1.3,111,15.0
476,KRAKÓW-OBSERWATORIUM,2015,4,22,9.9,0.0,53.8,1.7,2.0,112,26.0
477,KRAKÓW-OBSERWATORIUM,2015,4,23,12.1,0.0,51.8,2.0,0.3,113,33.0
478,KRAKÓW-OBSERWATORIUM,2015,4,24,14.5,0.0,47.5,2.3,5.3,114,29.0
479,KRAKÓW-OBSERWATORIUM,2015,4,25,15.5,0.0,49.0,1.3,3.3,115,23.0
480,KRAKÓW-OBSERWATORIUM,2015,4,26,15.4,0.2,58.5,1.0,6.3,116,21.0
481,KRAKÓW-OBSERWATORIUM,2015,4,27,17.1,0.0,59.5,2.3,4.0,117,17.0
482,KRAKÓW-OBSERWATORIUM,2015,4,28,15.8,18.7,67.5,3.0,7.0,118,16.0
483,KRAKÓW-OBSERWATORIUM,2015,4,29,8.4,0.0,66.3,2.3,4.0,119,13.0
484,KRAKÓW-OBSERWATORIUM,2015,4,30,10.0,0.0,55.5,2.0,6.7,120,20.0
485,KRAKÓW-OBSERWATORIUM,2015,5,1,10.3,6.4,81.3,0.3,7.7,121,25.0
486,KRAKÓW-OBSERWATORIUM,2015,5,2,11.2,0.0,79.8,1.0,5.7,122,25.0
487,KRAKÓW-OBSERWATORIUM,2015,5,3,11.4,0.2,58.0,1.7,4.3,123,21.0
488,KRAKÓW-OBSERWATORIUM,2015,5,4,15.0,0.0,71.8,1.3,6.0,124,17.0
489,KRAKÓW-OBSERWATORIUM,2015,5,5,18.2,0.0,73.5,2.0,6.7,125,18.0
490,KRAKÓW-OBSERWATORIUM,2015,5,6,17.4,16.7,84.8,1.7,8.0,126,14.0
491,KRAKÓW-OBSERWATORIUM,2015,5,7,16.0,0.0,67.3,2.7,3.3,127,15.0
492,KRAKÓW-OBSERWATORIUM,2015,5,8,13.8,0.0,55.3,1.7,3.0,128,13.0
493,KRAKÓW-OBSERWATORIUM,2015,5,9,14.8,4.9,62.3,1.0,6.0,129,23.0
494,KRAKÓW-OBSERWATORIUM,2015,5,10,14.8,1.5,73.8,2.0,5.7,130,18.0
495,KRAKÓW-OBSERWATORIUM,2015,5,11,12.6,0.0,60.3,1.3,4.3,131,11.0
496,KRAKÓW-OBSERWATORIUM,2015,5,12,15.1,0.0,51.3,1.0,4.3,132,19.0
497,KRAKÓW-OBSERWATORIUM,2015,5,13,16.0,0.0,53.0,2.3,5.0,133,17.0
498,KRAKÓW-OBSERWATORIUM,2015,5,14,11.7,7.9,79.5,1.0,5.3,134,20.0
499,KRAKÓW-OBSERWATORIUM,2015,5,15,11.5,0.0,62.8,1.3,4.7,135,22.0
500,KRAKÓW-OBSERWATORIUM,2015,5,16,13.8,0.0,55.3,1.7,4.0,136,25.0
501,KRAKÓW-OBSERWATORIUM,2015,5,17,14.1,0.0,58.5,2.3,6.0,137,18.0
502,KRAKÓW-OBSERWATORIUM,2015,5,18,13.5,0.0,48.0,1.7,1.3,138,17.0
503,KRAKÓW-OBSERWATORIUM,2015,5,19,17.2,15.5,60.0,1.3,5.7,139,23.0
504,KRAKÓW-OBSERWATORIUM,2015,5,20,17.9,13.8,84.3,2.0,5.3,140,21.0
505,KRAKÓW-OBSERWATORIUM,2015,5,21,12.0,13.9,92.8,1.3,8.0,141,12.0
506,KRAKÓW-OBSERWATORIUM,2015,5,22,12.6,0.0,77.8,2.7,7.3,142,9.0
507,KRAKÓW-OBSERWATORIUM,2015,5,23,12.3,6.4,82.3,2.0,8.0,143,12.0
508,KRAKÓW-OBSERWATORIUM,2015,5,24,12.1,0.2,92.3,1.3,8.0,144,13.0
509,KRAKÓW-OBSERWATORIUM,2015,5,25,14.0,4.1,91.0,1.3,8.0,145,19.0
510,KRAKÓW-OBSERWATORIUM,2015,5,26,13.9,10.4,95.0,1.3,8.0,146,19.0
511,KRAKÓW-OBSERWATORIUM,2015,5,27,11.4,0.0,61.0,2.7,7.0,147,9.0
512,KRAKÓW-OBSERWATORIUM,2015,5,28,11.8,0.0,60.3,1.3,7.0,148,12.0
513,KRAKÓW-OBSERWATORIUM,2015,5,29,14.2,0.0,55.0,1.7,4.0,149,17.0
514,KRAKÓW-OBSERWATORIUM,2015,5,30,16.4,8.7,66.8,2.0,5.7,150,15.0
515,KRAKÓW-OBSERWATORIUM,2015,5,31,15.8,0.0,60.5,1.0,5.7,151,9.0
516,KRAKÓW-OBSERWATORIUM,2015,6,1,18.8,0.0,61.5,1.3,4.3,152,16.0
517,KRAKÓW-OBSERWATORIUM,2015,6,2,20.8,3.6,65.8,1.3,2.7,153,25.0
518,KRAKÓW-OBSERWATORIUM,2015,6,3,23.2,0.0,54.3,2.3,4.0,154,18.0
519,KRAKÓW-OBSERWATORIUM,2015,6,4,20.5,0.0,56.0,1.7,4.7,155,16.0
520,KRAKÓW-OBSERWATORIUM,2015,6,5,17.5,0.0,51.3,2.7,0.7,156,12.0
521,KRAKÓW-OBSERWATORIUM,2015,6,6,19.8,0.0,52.8,1.3,1.0,157,21.0
522,KRAKÓW-OBSERWATORIUM,2015,6,7,23.4,0.0,55.5,1.7,2.7,158,25.0
523,KRAKÓW-OBSERWATORIUM,2015,6,8,19.4,0.0,61.5,3.0,6.7,159,18.0
524,KRAKÓW-OBSERWATORIUM,2015,6,9,18.8,0.0,55.0,3.7,4.0,160,14.0
525,KRAKÓW-OBSERWATORIUM,2015,6,10,18.3,0.0,58.8,2.3,6.0,161,11.0
526,KRAKÓW-OBSERWATORIUM,2015,6,11,19.3,0.0,57.3,2.0,2.0,162,17.0
527,KRAKÓW-OBSERWATORIUM,2015,6,12,22.3,0.0,58.0,1.7,2.0,163,21.0
528,KRAKÓW-OBSERWATORIUM,2015,6,13,25.4,0.0,52.3,1.3,1.7,164,22.0
